"39%","XP (before v21.0)","XP","Puzzle_ID:Puzzle_name","Author","Size","Category 1","Category 2","Puzzle type","Added"
"","3313","3313","[#209287:Black cat]","Late555","80x80","Cats","Holidays","","1364"
"","3598","3598","[#208792:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1365"
"","3312","3312","[#209297:Crossbill]","yagr","80x80","Birds","Photorealism","","1366"
"","3316","3316","[#209347:2015 - Dance of Katanas]","ladynovalee","80x80","People","Painting","","1367"
"","3406","3123","[#209021:ONE PIECE - Uta]","ayakasumiria","80x74","Kawaii","Anime","","1368"
"","3055","3055","[#209296:Poecile montanus]","yagr","80x80","Birds","Photorealism","","1369"
"","4165","3818","[#209220:Finch]","yagr","80x80","Birds","Photorealism","","1370"
"","3335","3335","[#208951:Ocicat]","yagr","80x75","Cats","Photorealism","","1371"
"","3279","3279","[#163321:Summer Tunes]","AshenThrone","80x80","People","Music","","1372"
"","3012","3012","[#166338:Pandas]","El'ka","80x80","Animals","","","1373"
"","3374","3374","[#209557:Message]","Mike1955","80x80","Love","Objects","","1374"
"","4139","3794","[#209543:Upupa epops]","yagr","80x80","Birds","Photorealism","","1375"
"","5554","5092","[#209694:Galaxy jelly]","SweetieGirl842","80x80","Fish","","","1376"
"","5405","4955","[#209648:The Philosophers Gone 9]","ladynovalee","80x80","People","Painting","","1377"
"","3943","3615","[#209533:Serinus pusillus]","yagr","80x80","Birds","Photorealism","","1378"
"","3121","3121","[#209532:Merops apiaster]","yagr","80x80","Birds","","","1379"
"","3021","3021","[#208879:Pokemon]","Charly4598","80x75","Video","Super","","1380"
"","3180","3180","[#208821:Intersection]","ozzzz","79x79","Designs","","","1381"
"","3111","3111","[#209531:Morus bassanus]","yagr","80x80","Birds","Photorealism","","1382"
"","3636","3636","[#209705:Pandion haliaetus]","yagr","80x80","Birds","Photorealism","","1383"
"","3609","3308","[#209542:Perisoreus infaustus]","yagr","80x70","Birds","Photorealism","","1384"
"","3134","3134","[#209052:Toyger]","yagr","80x80","Cats","Photorealism","","1385"
"","3323","3323","[#209989:by Simon444]","Bear-D","75x80","Anime","","","1386"
"","3835","3835","[#209842:Milvus milvus]","yagr","80x80","Birds","Photorealism","","1387"
"","3303","3028","[#209781:Falco rusticolus]","yagr","80x60","Birds","Photorealism","","1388"
"","3242","2972","[#210172:Bimbo]","meowing","80x80","Cartoon","People","","1389"
"","4238","3885","[#209739:Buteo hemilasius]","yagr","80x80","Birds","Photorealism","","1390"
"","3483","3483","[#209514:Nonogram]","CrizBN","75x80","Video","Super","","1391"
"","3350","3350","[#190925:Intersection]","ozzzz","80x78","Designs","","","1392"
"","3564","3564","[#210416:(Last year's snow was falling)]","yagr","80x80","Cartoon","People","","1393"
"","4259","4259","[#210336:Gallinago megala]","yagr","80x80","Birds","Photorealism","","1394"
"","3134","3134","[#210603:Fratercula corniculata]","yagr","80x80","Birds","Photorealism","","1395"
"","3688","3688","[#210523:The white pigeon]","yagr","80x80","Birds","Photorealism","","1396"
"","4149","3830","[#210467:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1397"
"","3133","2872","[#210303:International Morse Code]","Azulin","80x77","Symbols","Machines","","1398"
"","3272","3272","[#210458:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1399"
"","3120","3120","[#210487:Intersection]","ozzzz","79x79","Designs","","","1400"
"","3150","3150","[#210359:Tringa erythropus]","yagr","80x80","Birds","Photorealism","","1401"
"","4015","4015","[#210522:Columba oenas]","yagr","80x80","Birds","Photorealism","","1402"
"","4519","4142","[#210598:Tringa glareola]","yagr","80x80","Birds","Photorealism","","1403"
"","3936","3936","[#210446:Calidris alba]","yagr","80x80","Birds","Photorealism","","1404"
"","4190","4190","[#210602:Aethia pusilla]","yagr","80x80","Birds","Photorealism","","1405"
"","3189","3189","[#210600:Pluvialis fulva]","yagr","80x80","Birds","Photorealism","","1406"
"","3766","3766","[#210550:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1407"
"","3257","3257","[#210121:Bimbo]","meowing","80x77","People","","","1408"
"","3712","3712","[#210898:Reading]","L E B lll A","80x80","Games","Objects","","1409"
"","3458","3458","[#210543:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1410"
"","3086","3086","[#210778:Coracias garrulus]","yagr","80x80","Birds","Photorealism","","1411"
"","3111","3111","[#210799:Carlson (The Kid and Carlson)]","yagr","80x80","Cartoon","Unreal","","1412"
"","3005","3005","[#209898:Intersection]","ozzzz","77x77","Designs","","","1413"
"","3491","3200","[#210548:Pokemon Fusion]","FuryBreaker","72x79","Video","Super","","1414"
"","4238","3885","[#210774:Syrrhaptes paradoxus]","yagr","80x80","Birds","Photorealism","","1415"
"","3042","3042","[#210188:Blizzard]","GibS_Stitcher","64x64","Video","Unreal","","1416"
"","3283","3283","[#210956:Erithacus rubecula]","yagr","80x80","Birds","Photorealism","","1417"
"","3282","3282","[#210775:Treron sieboldii]","yagr","80x80","Birds","Photorealism","","1418"
"","4072","3733","[#210599:Calidris pygmaea]","yagr","80x80","Birds","Photorealism","","1419"
"","3278","3278","[#210779:Eurystomus orientalis]","yagr","80x80","Birds","Photorealism","","1420"
"","3387","3387","[#210776:Surnia ulula]","yagr","80x80","Birds","Photorealism","","1421"
"","3503","3503","[#210881:Streptopelia turtur]","yagr","80x80","Birds","Photorealism","","1422"
"","3236","2967","[#211085:Woman in the foliage]","Jan Kokto","80x80","People","Photorealism","","1423"
"","3194","3194","[#211073:The wolf(There once was a dog)]","yagr","80x80","Cartoon","Animals","","1424"
"","3191","3191","[#210549:Pokemon Fusion]","FuryBreaker","78x80","Video","Super","","1425"
"","3092","3092","[#210985:Cersei Lannister]","Late555","80x80","Movies","People","","1426"
"","3140","3140","[#211174:Phoenicurus erythronotus]","yagr","80x80","Birds","Photorealism","","1427"
"","3010","3010","[#210649:Thunder Storm]","GibS_Stitcher","65x65","Video","Unreal","","1428"
"","3504","3504","[#211143:Kommo-o]","ricceli17","80x80","Super","","","1429"
"","3165","3165","[#211345:Nymphicus hollandicus]","yagr","80x80","Birds","Photorealism","","1430"
"","3478","3188","[#211375:Pyrrhula pyrrhula]","yagr","80x80","Birds","Photorealism","","1431"
"","3570","3272","[#210581:Raving Storm]","GibS_Stitcher","64x64","Video","Unreal","","1432"
"","3398","3115","[#52691:Puppy love]","RNKT16","75x60","Dogs","Photorealism","","1433"
"","3677","3677","[#211426:Cacatuidae]","yagr","80x80","Birds","Photorealism","","1434"
"","3476","3476","[#211550:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1435"
"","4043","3706","[#211430:Troglodytes troglodytes]","yagr","80x80","Birds","Photorealism","","1436"
"","3025","3025","[#209125:Lapwing]","yagr","80x80","Birds","Photorealism","","1437"
"","3031","3031","[#211592:Gorilla]","yagr","80x80","Animals","Photorealism","","1438"
"","3037","3037","[#211543:Plectrophenax nivalis]","yagr","80x80","Birds","Photorealism","","1439"
"","3077","2820","[#203348:Wyvern Sonicscreecher]","GibS_Stitcher","61x62","Video","Dragons","","1440"
"","3083","3083","[#210009:Santa Claus Mask (Horror)]","Jan Kokto","75x80","Unreal","","","1441"
"","3093","2855","[#210002:Kala-Maria (CUPHEAD)]","GHOST666999666","80x80","Video","Unreal","","1442"
"","3230","2961","[#210136:Leaschs Petrel]","yagr","80x80","Birds","Photorealism","","1443"
"","3323","3323","[#208687:Intersection]","ozzzz","80x80","Designs","","","1444"
"","3424","3139","[#210464:Pokemon Fusion]","FuryBreaker","80x75","Video","Super","","1445"
"","3442","3442","[#207890:Intersection]","ozzzz","80x80","Designs","","","1446"
"","3772","3772","[#210058:Buteo buteo]","yagr","80x80","Birds","Photorealism","","1447"
"","3755","3755","[#211638:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1448"
"","3237","3237","[#211484:Certhia brachydactyla]","yagr","80x80","Birds","Photorealism","","1449"
"","3226","2957","[#211640:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1450"
"","3664","3359","[#210585:Red Storm]","GibS_Stitcher","64x65","Video","Unreal","","1451"
"","3065","3065","[#211639:Pokemon Fusion]","FuryBreaker","72x80","Video","Super","None","1452"
"","3438","3151","[#211929:Dipodidae]","yagr","80x80","Animals","Photorealism","","1453"
"","3000","2750","[#212033:Angry Cat]","elchapo95","80x80","Cats","","","1454"
"","3123","3123","[#212012:Alouatta]","yagr","80x80","Animals","Photorealism","","1455"
"","3209","2941","[#212285:KIMETSU - Love Pillar KANROZI]","ayakasumiria","80x80","Kawaii","Anime","","1456"
"","3499","3499","[#211801:Intricate Pattern - Floral 3]","AshenThrone","79x79","Flowers","Designs","","1457"
"","3344","3344","[#212195:Folk art 83: Moldavian Nation]","aging69","80x80","Designs","Around","","1458"
"","3398","3115","[#211637:Pokemon Fusion]","FuryBreaker","76x80","Video","Super","","1459"
"","3162","3162","[#212116:Green Beans]","Late555","80x80","People","Games","","1460"
"","3186","3186","[#165713:Purple Dragon]","kristin1973","80x80","Dragons","","","1461"
"","3067","3067","[#211821:22.FIGHTER RICKDIAS(SD GUNDAM)]","BILLY82","80x80","Anime","Video","","1462"
"","3680","3373","[#212244:Pokemon Fusion]","FuryBreaker","80x75","Video","Super","","1463"
"","3018","3018","[#211644:21.SUPERIOR DORAGON(SD GUNDAM)]","BILLY82","80x79","Anime","Video","","1464"
"","3007","2756","[#191945:Superb lyrebird]","GibS_Stitcher","66x63","Birds","","","1465"
"","3269","3018","[#212363:Ateles paniscus]","yagr","80x80","Animals","Photorealism","","1466"
"","3288","3035","[#211636:Pokemon Fusion]","FuryBreaker","70x63","Video","Super","","1467"
"","4516","4140","[#212115:Cloychoke]","Hyperion914","80x76","Video","Super","","1468"
"","3186","3186","[#84279:Snowman]","tysky","80x80","Unreal","Holidays","","1469"
"","3620","3620","[#212000:tile pattern]","BitZ","80x80","Designs","","","1470"
"","3236","3236","[#211952:Dungeon of Katana]","Bear-D","75x80","Video","Unreal","","1471"
"","3092","2834","[#212621:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1472"
"","3190","2924","[#41565:A Wee Fish Supper]","minkimandola","80x80","Around","Food","","1473"
"","3521","3521","[#211964:Dungeon of Katana]","Bear-D","76x80","Video","Unreal","","1474"
"","3179","2914","[#211961:Dungeon of Katana]","Bear-D","70x80","Video","Unreal","","1475"
"","3001","3001","[#213647:Looming from the dark]","Mike1955","80x80","Flowers","","","1476"
"","3241","2991","[#211178:Evil Spirit]","GibS_Stitcher","58x62","Video","Unreal","","1477"
"","3269","3269","[#213674:Cocoa and a book in a maple leaf]","Jan Kokto","80x80","Plants","Food","","1478"
"","3477","3210","[#213098:battleship (yamato)]","hachi-roku86","80x80","Ships","Weapons","","1479"
"","3395","3395","[#167915:The Legend of Zelda: A Link to the Past]","DGTheMii","80x80","Video","Fantasy","","1480"
"","3557","3261","[#213307:Santa 01]","Joxer Rh","80x80","Holidays","","","1481"
"","3254","3254","[#212241:Pokemon Fusion]","FuryBreaker","80x73","Video","Super","","1482"
"","3023","2771","[#212217:Sphinx Avenger]","GibS_Stitcher","63x63","Video","Unreal","","1483"
"","3012","2761","[#212219:Sphinx Justicar]","GibS_Stitcher","64x64","Video","Unreal","","1484"
"","3521","3250","[#63612:Mazes! - BrainMeltor (Sangria)]","Mirul98","80x80","Games","","","1485"
"","3511","3511","[#212667:28.Sorcerer QUBELEY(SD GUNDAM)]","BILLY82","80x78","Anime","Video","","1486"
"","3162","2899","[#70523:Dalmatian]","RNKT16","61x70","Dogs","","","1487"
"","3122","3122","[#213897:Dune Castle (Sega)]","Minecraft Cat","80x80","Video","Houses","","1488"
"","3159","3159","[#213202:Pokemon Fusion]","FuryBreaker","73x72","Video","Super","None","1489"
"","3238","3238","[#213725:Oldenburg horse]","yagr","80x80","Animals","Photorealism","","1490"
"","3438","3438","[#214223:Chuck key]","Mike1955","80x80","Photorealism","Objects","","1491"
"","4949","4949","[#212913:29.MonsterMedusaQUBELEY(SD GUNDAM)]","BILLY82","80x80","Anime","Video","","1492"
"","3082","3082","[#213858:Dungeon of Katana]","Bear-D","55x80","Video","Unreal","","1493"
"","3851","3530","[#215001:Pretty Bimbo]","meowing","73x80","People","","","1494"
"","3176","3176","[#214793:Folk art 103: Indonesia]","aging69","80x80","Designs","Around","","1495"
"","3356","3356","[#213302:30.KNIGHT ALEX(SD GUNDAM)]","BILLY82","80x80","Anime","Video","","1496"
"","4158","4158","[#213472:31.Sorcerer BIG-ZAM(SD GUNDAM)]","BILLY82","80x80","Anime","Video","","1497"
"","3097","3097","[#214875:Who's in the bottle? 9]","Osoca","80x80","Dragons","","","1498"
"","3255","2984","[#213900:Dune Space Port (Sega)]","Minecraft Cat","80x80","Video","Houses","","1499"
"","3012","3012","[#215305:Intersection]","ozzzz","80x80","Designs","","","1500"
"","3112","3112","[#181540:+++Squares 169]","kata57","80x80","Designs","","","1501"
"","3987","3655","[#212250:Pokemon Fusion]","FuryBreaker","80x77","Video","Super","","1502"
"","3444","3157","[#213575:32.VERSAL KNIGHT GUNDAM(SD GUNDAM)]","BILLY82","80x80","Anime","Video","","1503"
"","3767","3767","[#215011:Trakehner horse]","yagr","80x80","Animals","Photorealism","","1504"
"","4080","3766","[#213742:DOOM - The spider mastermind]","Danislaw","80x80","Video","Unreal","","1505"
"","4007","3673","[#213993:IQ Test 2]","Minecraft Cat","80x80","Games","","","1506"
"","3595","3296","[#214201:Daily Activities]","Xel","80x80","Objects","","","1507"
"","3081","3081","[#146327:Kings Quest IV - Organ Attic]","dipp","74x80","Video","Music","","1508"
"","3413","3413","[#214872:Mushrooms or not 13]","Osoca","80x80","Plants","Painting","","1509"
"","3072","3072","[#214147:Dungeon of Katana]","Bear-D","75x80","Video","Unreal","","1510"
"","3479","3479","[#215104:Unknown author]","Bear-D","80x80","Plants","Nature","","1511"
"","3273","3273","[#215728:Intricate Pattern - Pisces (Color)]","AshenThrone","80x80","Designs","Horoscope","","1512"
"","3683","3683","[#215703:Mushrooms or not 14]","Osoca","80x80","Unreal","Plants","","1513"
"","3318","3042","[#214416:Dungeon of Katana]","Bear-D","75x80","Video","Dragons","","1514"
"","3410","3126","[#214512:Smog Lord]","GibS_Stitcher","64x63","Video","Unreal","","1515"
"","3034","3034","[#215335:Warwick]","Dracob","80x80","Cartoon","Unreal","","1516"
"","3072","3072","[#214148:Dungeon of Katana]","Bear-D","75x80","Unreal","Insects","","1517"
"","3494","3494","[#213528:Leigh Leopards]","Mike Wells","71x80","Symbols","Sport","","1518"
"","3037","3037","[#214137:33.NEO BLACK DRAGON(SD GUNDAM)]","BILLY82","80x80","Anime","Video","","1519"
"","3354","3354","[#214934:Bimbo]","meowing","67x80","People","","","1520"
"","3180","3180","[#215269:Pokemon Fusion]","FuryBreaker","73x80","Video","Super","","1521"
"","3931","3603","[#214238:Lethal Smog]","GibS_Stitcher","66x65","Video","Unreal","","1522"
"","3143","3143","[#214784:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1523"
"","3528","3528","[#214792:Pokemon Fusion]","FuryBreaker","80x76","Video","Super","","1524"
"","3016","3016","[#71382:Ho-oh]","ricceli17","80x80","Super","","None","1525"
"","3006","2755","[#200041:Zygarde]","ricceli17","77x80","Super","","","1526"
"","3375","3116","[#215004:Russian riding horse]","yagr","80x80","Animals","Photorealism","","1527"
"","3359","3359","[#214269:Behemoth (Breath of Fire 3)]","EeveeArc","80x79","Video","Dragons","","1528"
"","3193","3193","[#215273:Max Steel]","Nononoobie","80x80","Fiction","Super","","1529"
"","3214","3214","[#215899:Bird (Of Light)]","Jan Kokto","79x75","Birds","","None","1530"
"","5249","4811","[#216047:Phoenix]","yagr","80x80","Unreal","Birds","","1531"
"","3548","3253","[#214314:Noxious Smog]","GibS_Stitcher","64x63","Video","Unreal","","1532"
"","3121","2861","[#201139:Haxorus]","ricceli17","66x80","Super","","","1533"
"","3450","3450","[#214791:Pokemon Fusion]","FuryBreaker","80x75","Video","Super","","1534"
"","3171","2907","[#214741:Dark Brim Smith]","GibS_Stitcher","64x64","Video","Unreal","","1535"
"","3113","2854","[#216046:Serpent Gorynych]","yagr","80x80","Dragons","","","1536"
"","3340","3061","[#216649:She hotter with glasses]","meowing","80x80","People","Photorealism","","1537"
"","3270","2998","[#214885:Disease Crafter]","GibS_Stitcher","64x64","Video","Unreal","","1538"
"","4962","4581","[#215380:Butterfly Polyura eudamippus]","akjaZ","80x80","Insects","Photorealism","","1539"
"","3430","3145","[#216694:She hotter with glasses]","meowing","80x76","People","Photorealism","","1540"
"","3698","3390","[#215265:Pokemon Fusion]","FuryBreaker","80x80","Video","Super","","1541"
"","3173","3173","[#186017:Intersection, I wonder...]","ozzzz","76x76","Designs","","","1542"
"","3184","3184","[#215087:circular pattern]","BitZ","80x80","Designs","","","1543"
"","4181","4181","[#215281:elliptical pattern 2]","BitZ","80x80","Designs","","","1544"
"","3311","3035","[#214701:Brim Smith]","GibS_Stitcher","64x64","Video","Unreal","","1545"
"","3247","3247","[#215412:Dungeon of Katana]","Bear-D","80x75","Video","Unreal","","1546"
"","3260","3260","[#94727:Sims icon]","VIOLLETTE","80x80","Video","Symbols","","1547"
"","3472","3183","[#213313:389 - Torterra]","Hyperion914","78x80","Video","Super","","1548"
"","4459","4459","[#215216:circular pattern 2]","BitZ","80x80","Designs","","","1549"
